2.464378203704682164e+02 2.212495872905213048e+02
3.225885076670740546e+02 2.002002921893888185e+02
3.989933993253736730e+02 1.801181476155765893e+02
3.756503952045782171e+02 1.149099874006423931e+02
3.082040626538546348e+02 1.336714432465304299e+02
2.405035257414372722e+02 1.514657485650982380e+02
2.298034634926223703e+02 1.894329537278632074e+02
2.261949355094537282e+02 1.717700398744049153e+02
3.966676326795112573e+02 1.279972227436118430e+02
4.019562573556265761e+02 1.441845773463622322e+02
