1.991271745897951746e+02 1.936988716906215018e+02
2.424647814659534788e+02 1.989763550158016869e+02
2.957040009445523765e+02 2.070748431036844295e+02
4.220738871645154973e+02 9.744523096921787442e+01
3.732851233094792178e+02 9.960312844071717109e+01
3.325140511339872660e+02 1.009144917240319330e+02
2.659160391351547901e+02 1.411227595032258932e+02
2.622118148048714374e+02 1.296650667987178451e+02
3.778725672073433088e+02 1.324201264521738040e+02
3.808305602443474527e+02 1.450791263018078610e+02
