2.921571836298577978e+02 1.857928736898866191e+02
3.562312384058268435e+02 1.830514316302914040e+02
4.122448312677753393e+02 1.801398316069578414e+02
2.962220735369414228e+02 1.166518824470407338e+02
2.458804239805585894e+02 1.153410354146436134e+02
1.932699971019495706e+02 1.157191672045387634e+02
2.248312129030784945e+02 1.486416467155745238e+02
2.260160182417013175e+02 1.336551115486464880e+02
3.595209635104832273e+02 1.329996813238756204e+02
3.586260574218273973e+02 1.460073384185443786e+02
