2.744891303741782167e+02 2.060646988664455534e+02
3.337058859528071935e+02 2.265189370272990459e+02
3.880212741229477160e+02 2.455672599961842479e+02
3.038868742379975174e+02 1.469650148087682737e+02
2.571676123393303897e+02 1.284633779178403188e+02
2.095598534464141949e+02 1.095028585896688753e+02
2.260315460138142498e+02 1.495238948576749465e+02
2.338032795667151618e+02 1.366553223811834528e+02
3.561911253777366824e+02 1.829825843090982005e+02
3.511434185680586211e+02 1.927560512458371704e+02
