2.860996850399271807e+02 1.836916303478317047e+02
3.411410368794522014e+02 1.956268550075359940e+02
3.899598338795108816e+02 2.064307922281543597e+02
3.008064217480436469e+02 1.027984174347687230e+02
2.610102818727618796e+02 9.009931309520975162e+01
2.145955891618842202e+02 7.491128160476303322e+01
2.339709007353295647e+02 1.186102209675429435e+02
2.407023927450363772e+02 1.063347570120236583e+02
3.518034446890613935e+02 1.387470425983728717e+02
3.469104132489925973e+02 1.497496897037970314e+02
