2.292725695363802743e+02 1.495591181336793056e+02
2.794119188271366170e+02 1.778265137105542806e+02
3.338405176251023931e+02 2.088511431666829026e+02
4.492475414000234650e+02 1.939777150677271891e+02
4.035978124486758247e+02 1.706946257824004363e+02
3.588789866286859933e+02 1.477768026466528397e+02
2.932920325111454645e+02 1.424521947189610955e+02
2.973099601565164676e+02 1.322122602740262209e+02
4.128483749893317736e+02 1.936604066896853737e+02
4.083002858770017838e+02 2.079892198096302707e+02
