2.677154973498043091e+02 2.148464442595382025e+02
3.209412266991034812e+02 1.867035635392715562e+02
3.718522924952585527e+02 1.613251597380162821e+02
2.597810498165729882e+02 1.452616431723582480e+02
2.192560547409159994e+02 1.634199683737081443e+02
1.717330046550335965e+02 1.825918151948862089e+02
2.029337487943066094e+02 2.036515769493701384e+02
1.987059368895997977e+02 1.892597179138452361e+02
3.150878867563216659e+02 1.383947816097482928e+02
3.199933018030829999e+02 1.515453292492577475e+02
