2.506785447764352739e+02 2.124571219567301910e+02
3.107545070551358322e+02 2.084723062410227499e+02
3.675895000843658522e+02 2.060674013848216930e+02
2.718173880162976275e+02 1.456877479407898477e+02
2.274102086248200862e+02 1.457369261181729030e+02
1.762001907447618123e+02 1.438570142255268536e+02
1.960972319390656367e+02 1.758117908905604736e+02
1.981074695395525396e+02 1.609471030435322518e+02
3.251151008951089807e+02 1.619774318507921009e+02
3.242298583244564156e+02 1.759851563480509071e+02
