3.335939601991746031e+02 1.803386478805763318e+02
3.828246605595330720e+02 1.771233497562028845e+02
4.281735657041110699e+02 1.729428232118461608e+02
3.014699623737100751e+02 9.403656932096369303e+01
2.626624509838285348e+02 9.263048976268359525e+01
2.156087349523942862e+02 9.123485097232719454e+01
2.556802060908353269e+02 1.331428120394214432e+02
2.602702614697177523e+02 1.188273870852402894e+02
3.684413706138478801e+02 1.189329642072279540e+02
3.662748270528473427e+02 1.317901057635104962e+02
