2.480000000000000000e+02 2.010000000000000000e+02
3.270000000000000000e+02 2.010000000000000000e+02
4.060000000000000000e+02 2.020000000000000000e+02
3.940000000000000000e+02 1.330000000000000000e+02
3.240000000000000000e+02 1.330000000000000000e+02
2.540000000000000000e+02 1.320000000000000000e+02
2.360000000000000000e+02 1.670000000000000000e+02
2.370000000000000000e+02 1.500000000000000000e+02
4.130000000000000000e+02 1.490000000000000000e+02
4.140000000000000000e+02 1.670000000000000000e+02
