2.140000000000000000e+02 1.750000000000000000e+02
2.700000000000000000e+02 1.830000000000000000e+02
3.320000000000000000e+02 1.920000000000000000e+02
4.430000000000000000e+02 1.510000000000000000e+02
3.910000000000000000e+02 1.450000000000000000e+02
3.420000000000000000e+02 1.390000000000000000e+02
2.740000000000000000e+02 1.540000000000000000e+02
2.740000000000000000e+02 1.410000000000000000e+02
4.050000000000000000e+02 1.590000000000000000e+02
4.060000000000000000e+02 1.760000000000000000e+02
