2.470000000000000000e+02 2.030000000000000000e+02
3.260000000000000000e+02 2.020000000000000000e+02
4.060000000000000000e+02 2.020000000000000000e+02
3.930000000000000000e+02 1.320000000000000000e+02
3.240000000000000000e+02 1.330000000000000000e+02
2.550000000000000000e+02 1.330000000000000000e+02
2.380000000000000000e+02 1.670000000000000000e+02
2.370000000000000000e+02 1.510000000000000000e+02
4.130000000000000000e+02 1.500000000000000000e+02
4.140000000000000000e+02 1.660000000000000000e+02
