2.490000000000000000e+02 1.460000000000000000e+02
3.060000000000000000e+02 1.530000000000000000e+02
3.680000000000000000e+02 1.620000000000000000e+02
4.730000000000000000e+02 1.190000000000000000e+02
4.200000000000000000e+02 1.140000000000000000e+02
3.710000000000000000e+02 1.090000000000000000e+02
3.050000000000000000e+02 1.260000000000000000e+02
3.060000000000000000e+02 1.120000000000000000e+02
4.380000000000000000e+02 1.260000000000000000e+02
4.390000000000000000e+02 1.400000000000000000e+02
