2.260000000000000000e+02 1.480000000000000000e+02
2.820000000000000000e+02 1.590000000000000000e+02
3.430000000000000000e+02 1.700000000000000000e+02
4.520000000000000000e+02 1.160000000000000000e+02
3.990000000000000000e+02 1.090000000000000000e+02
3.510000000000000000e+02 1.020000000000000000e+02
2.840000000000000000e+02 1.220000000000000000e+02
2.840000000000000000e+02 1.080000000000000000e+02
4.170000000000000000e+02 1.290000000000000000e+02
4.170000000000000000e+02 1.440000000000000000e+02
