2.240000000000000000e+02 1.790000000000000000e+02
2.710000000000000000e+02 1.860000000000000000e+02
3.250000000000000000e+02 1.940000000000000000e+02
4.380000000000000000e+02 1.540000000000000000e+02
3.830000000000000000e+02 1.490000000000000000e+02
3.490000000000000000e+02 1.460000000000000000e+02
2.850000000000000000e+02 1.600000000000000000e+02
2.850000000000000000e+02 1.490000000000000000e+02
3.980000000000000000e+02 1.600000000000000000e+02
4.000000000000000000e+02 1.730000000000000000e+02
