4.400000000000000000e+02 5.670000000000000000e+02
5.780000000000000000e+02 5.210000000000000000e+02
7.000000000000000000e+02 4.800000000000000000e+02
4.730000000000000000e+02 3.300000000000000000e+02
3.770000000000000000e+02 3.520000000000000000e+02
2.720000000000000000e+02 3.760000000000000000e+02
3.140000000000000000e+02 4.610000000000000000e+02
3.120000000000000000e+02 4.340000000000000000e+02
5.880000000000000000e+02 3.650000000000000000e+02
5.900000000000000000e+02 3.870000000000000000e+02
