3.580000000000000000e+02 2.010000000000000000e+02
4.080000000000000000e+02 1.810000000000000000e+02
4.490000000000000000e+02 1.660000000000000000e+02
2.980000000000000000e+02 1.060000000000000000e+02
2.580000000000000000e+02 1.140000000000000000e+02
2.100000000000000000e+02 1.230000000000000000e+02
2.610000000000000000e+02 1.600000000000000000e+02
2.610000000000000000e+02 1.470000000000000000e+02
3.730000000000000000e+02 1.180000000000000000e+02
3.720000000000000000e+02 1.300000000000000000e+02
