2.450000000000000000e+02 1.990000000000000000e+02
3.020000000000000000e+02 2.100000000000000000e+02
3.650000000000000000e+02 2.220000000000000000e+02
4.670000000000000000e+02 1.640000000000000000e+02
4.140000000000000000e+02 1.580000000000000000e+02
3.650000000000000000e+02 1.510000000000000000e+02
3.020000000000000000e+02 1.720000000000000000e+02
3.030000000000000000e+02 1.580000000000000000e+02
4.360000000000000000e+02 1.770000000000000000e+02
4.350000000000000000e+02 1.920000000000000000e+02
