3.100000000000000000e+02 1.820000000000000000e+02
3.650000000000000000e+02 1.660000000000000000e+02
4.130000000000000000e+02 1.520000000000000000e+02
2.860000000000000000e+02 1.050000000000000000e+02
2.440000000000000000e+02 1.130000000000000000e+02
1.970000000000000000e+02 1.220000000000000000e+02
2.330000000000000000e+02 1.520000000000000000e+02
2.340000000000000000e+02 1.380000000000000000e+02
3.490000000000000000e+02 1.120000000000000000e+02
3.480000000000000000e+02 1.240000000000000000e+02
